,conn_state_OTH,conn_state_REJ,conn_state_RSTO,conn_state_RSTOS0,conn_state_RSTR,conn_state_RSTRH,conn_state_S0,conn_state_S1,conn_state_S2,conn_state_S3,conn_state_SF,conn_state_SH,conn_state_SHR,duration,label,missed_bytes,orig_bytes,orig_ip_bytes,orig_pkts,proto_icmp,proto_tcp,proto_udp,resp_bytes,resp_ip_bytes,resp_pkts
0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.005154,True,0.0,78,134.0,2.0,0,0,1,0,0.0,0.0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.002246,True,0.0,90,146.0,2.0,0,0,1,90,146.0,2.0
2,0,0,0,0,0,0,1,0,0,0,0,0,0,5.005157,True,0.0,78,134.0,2.0,0,0,1,0,0.0,0.0
3,0,0,0,0,0,0,0,0,0,0,1,0,0,0.001999,True,0.0,90,146.0,2.0,0,0,1,90,146.0,2.0
4,0,0,0,0,0,0,1,0,0,0,0,0,0,5.001404,True,0.0,78,134.0,2.0,0,0,1,0,0.0,0.0
5,0,0,0,0,0,0,1,0,0,0,0,0,0,5.001156,True,0.0,78,134.0,2.0,0,0,1,0,0.0,0.0
6,0,0,0,0,0,0,0,0,0,0,1,0,0,0.028733,True,0.0,90,146.0,2.0,0,0,1,90,146.0,2.0
7,0,0,0,0,0,0,0,0,0,0,1,0,0,0.002502,True,0.0,90,146.0,2.0,0,0,1,90,146.0,2.0
8,0,0,0,0,0,0,1,0,0,0,0,0,0,5.005154,True,0.0,78,134.0,2.0,0,0,1,0,0.0,0.0
9,0,0,0,0,0,0,0,0,0,0,1,0,0,0.005743,True,0.0,90,146.0,2.0,0,0,1,90,146.0,2.0
10,0,0,0,0,0,0,1,0,0,0,0,0,0,5.005153,True,0.0,78,134.0,2.0,0,0,1,0,0.0,0.0
11,0,0,0,0,0,0,0,0,0,0,1,0,0,0.011986,True,0.0,90,146.0,2.0,0,0,1,90,146.0,2.0
12,0,0,0,0,0,0,1,0,0,0,0,0,0,5.005155,True,0.0,78,134.0,2.0,0,0,1,0,0.0,0.0
13,0,0,0,0,0,0,0,0,0,0,1,0,0,0.030732,True,0.0,78,134.0,2.0,0,0,1,103,131.0,1.0
14,0,0,0,0,0,0,0,0,0,0,1,0,0,0.002497,True,0.0,39,67.0,1.0,0,0,1,103,131.0,1.0
15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,0.0,0,67.0,1.0,0,0,1,0,0.0,0.0
16,0,0,0,0,0,0,0,0,0,0,1,0,0,0.001757,True,0.0,45,73.0,1.0,0,0,1,45,73.0,1.0
17,0,0,0,0,0,0,1,0,0,0,0,0,0,5.005153,True,0.0,78,134.0,2.0,0,0,1,0,0.0,0.0
18,0,0,0,0,0,0,0,0,0,0,1,0,0,0.001501,True,0.0,45,73.0,1.0,0,0,1,45,73.0,1.0
19,0,0,0,0,0,0,0,0,0,0,1,0,0,0.000748,True,0.0,45,73.0,1.0,0,0,1,45,73.0,1.0
20,0,0,0,0,0,0,1,0,0,0,0,0,0,5.005150,True,0.0,78,134.0,2.0,0,0,1,0,0.0,0.0
21,0,0,0,0,0,0,0,0,0,0,1,0,0,0.000999,True,0.0,45,73.0,1.0,0,0,1,45,73.0,1.0
22,0,0,0,0,0,0,0,0,0,0,1,0,0,0.000748,True,0.0,45,73.0,1.0,0,0,1,45,73.0,1.0
23,0,0,0,0,0,0,1,0,0,0,0,0,0,5.010399,True,0.0,78,134.0,2.0,0,0,1,0,0.0,0.0
24,0,0,0,0,0,0,0,0,0,0,1,0,0,0.000749,True,0.0,45,73.0,1.0,0,0,1,45,73.0,1.0
25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,0.0,0,76.0,1.0,0,0,1,0,0.0,0.0
26,0,0,0,0,0,0,0,0,0,0,1,0,0,0.000748,True,0.0,45,73.0,1.0,0,0,1,45,73.0,1.0
27,0,0,0,0,0,0,1,0,0,0,0,0,0,5.001403,True,0.0,78,134.0,2.0,0,0,1,0,0.0,0.0
28,0,0,0,0,0,0,0,0,0,0,1,0,0,0.000502,True,0.0,45,73.0,1.0,0,0,1,45,73.0,1.0
29,0,0,0,0,0,0,0,0,0,0,1,0,0,0.001498,True,0.0,45,73.0,1.0,0,0,1,45,73.0,1.0
30,0,0,0,0,0,0,1,0,0,0,0,0,0,5.005153,True,0.0,78,134.0,2.0,0,0,1,0,0.0,0.0
31,0,0,0,0,0,0,0,0,0,0,1,0,0,0.002249,True,0.0,45,73.0,1.0,0,0,1,45,73.0,1.0
32,0,0,0,0,0,0,0,0,0,0,1,0,0,0.405021,True,0.0,45,73.0,1.0,0,0,1,45,73.0,1.0
33,0,0,0,0,0,0,1,0,0,0,0,0,0,5.005402,True,0.0,78,134.0,2.0,0,0,1,0,0.0,0.0
34,0,0,0,0,0,0,0,0,0,0,1,0,0,0.000751,True,0.0,45,73.0,1.0,0,0,1,45,73.0,1.0
35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,0.0,0,76.0,1.0,0,0,1,0,0.0,0.0
36,0,0,0,0,0,0,0,0,0,0,1,0,0,0.000747,True,0.0,45,73.0,1.0,0,0,1,45,73.0,1.0
37,0,0,0,0,0,0,1,0,0,0,0,0,0,5.005149,True,0.0,78,134.0,2.0,0,0,1,0,0.0,0.0
38,0,0,0,0,0,0,0,0,0,0,1,0,0,0.001748,True,0.0,45,73.0,1.0,0,0,1,45,73.0,1.0
39,0,0,0,0,0,0,0,0,0,0,1,0,0,0.127185,True,0.0,39,67.0,1.0,0,0,1,103,131.0,1.0
40,0,0,0,0,0,0,0,0,0,0,1,0,0,0.000749,True,0.0,39,67.0,1.0,0,0,1,39,67.0,1.0
41,0,0,0,0,0,0,0,0,0,0,1,0,0,0.002493,True,0.0,45,73.0,1.0,0,0,1,45,73.0,1.0
42,0,0,0,0,0,0,1,0,0,0,0,0,0,5.005155,True,0.0,78,134.0,2.0,0,0,1,0,0.0,0.0
43,0,0,0,0,0,0,0,0,0,0,1,0,0,0.002500,True,0.0,45,73.0,1.0,0,0,1,45,73.0,1.0
