,conn_state_OTH,conn_state_REJ,conn_state_RSTO,conn_state_RSTOS0,conn_state_RSTR,conn_state_RSTRH,conn_state_S0,conn_state_S1,conn_state_S2,conn_state_S3,conn_state_SF,conn_state_SH,conn_state_SHR,duration,label,missed_bytes,orig_bytes,orig_ip_bytes,orig_pkts,proto_icmp,proto_tcp,proto_udp,resp_bytes,resp_ip_bytes,resp_pkts
0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.768179,-   benign   -,0.0,876.0,1164.0,6.0,0,0,1,0.0,0.0,0.0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.000114,-   benign   -,0.0,451.0,979.0,11.0,0,0,1,0.0,0.0,0.0
2,0,0,0,0,0,0,1,0,0,0,0,0,0,3.756296,-   benign   -,0.0,876.0,1164.0,6.0,0,0,1,0.0,0.0,0.0
3,0,0,0,0,0,0,1,0,0,0,0,0,0,3.715573,-   benign   -,0.0,876.0,1164.0,6.0,0,0,1,0.0,0.0,0.0
4,1,0,0,0,0,0,0,0,0,0,0,0,0,180.863984,-   benign   -,0.0,600.0,1384.0,14.0,1,0,0,0.0,0.0,0.0
5,1,0,0,0,0,0,0,0,0,0,0,0,0,134.816029,-   benign   -,0.0,96.0,288.0,4.0,1,0,0,0.0,0.0,0.0
6,1,0,0,0,0,0,0,0,0,0,0,0,0,135.000174,-   benign   -,0.0,0.0,192.0,4.0,1,0,0,0.0,0.0,0.0
7,1,0,0,0,0,0,0,0,0,0,0,0,0,135.487944,-   benign   -,0.0,400.0,1296.0,16.0,1,0,0,0.0,0.0,0.0
8,0,0,0,0,0,0,1,0,0,0,0,0,0,178.246691,-   benign   -,0.0,6900.0,7544.0,23.0,0,0,1,0.0,0.0,0.0
9,0,0,0,0,0,0,0,0,0,0,1,0,0,2.052335,-   benign   -,0.0,160.0,272.0,4.0,0,0,1,498.0,610.0,4.0
