,conn_state_OTH,conn_state_REJ,conn_state_RSTO,conn_state_RSTOS0,conn_state_RSTR,conn_state_RSTRH,conn_state_S0,conn_state_S1,conn_state_S2,conn_state_S3,conn_state_SF,conn_state_SH,conn_state_SHR,duration,label,missed_bytes,orig_bytes,orig_ip_bytes,orig_pkts,proto_icmp,proto_tcp,proto_udp,resp_bytes,resp_ip_bytes,resp_pkts
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,0.0,0,391.0,1.0,0,0,1,0,0.0,0.0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,60.555587,False,0.0,3000,3280.0,10.0,0,0,1,0,0.0,0.0
2,0,0,0,0,0,0,1,0,0,0,0,0,0,58.101145,False,0.0,3000,3280.0,10.0,0,0,1,0,0.0,0.0
3,0,0,0,0,0,0,1,0,0,0,0,0,0,7.005272,False,0.0,804,916.0,4.0,0,0,1,0,0.0,0.0
4,0,0,0,0,0,0,1,0,0,0,0,0,0,7.005263,False,0.0,804,916.0,4.0,0,0,1,0,0.0,0.0
5,0,0,0,0,0,0,1,0,0,0,0,0,0,7.005255,False,0.0,804,996.0,4.0,0,0,1,0,0.0,0.0
6,0,0,0,0,0,0,1,0,0,0,0,0,0,59.007533,False,0.0,3000,3280.0,10.0,0,0,1,0,0.0,0.0
7,0,0,0,0,0,0,1,0,0,0,0,0,0,60.591687,False,0.0,3000,3280.0,10.0,0,0,1,0,0.0,0.0
8,0,0,0,0,0,0,1,0,0,0,0,0,0,61.018114,False,0.0,3000,3280.0,10.0,0,0,1,0,0.0,0.0
9,0,0,0,0,0,0,0,0,0,0,1,0,0,0.356214,False,0.0,135,315.0,4.0,0,1,0,238,406.0,4.0
10,0,0,0,0,0,0,0,0,0,0,1,0,0,0.332740,False,0.0,0,216.0,4.0,0,1,0,0,112.0,2.0
11,0,0,0,0,0,0,0,0,0,0,1,0,0,0.300101,False,0.0,0,216.0,4.0,0,1,0,0,112.0,2.0
12,0,0,0,0,0,0,0,0,0,0,1,0,0,0.310657,False,0.0,0,216.0,4.0,0,1,0,0,112.0,2.0
13,0,0,0,0,0,0,0,0,0,0,1,0,0,0.011518,False,0.0,43,71.0,1.0,0,0,1,111,139.0,1.0
14,0,0,0,0,0,0,0,0,0,0,1,0,0,0.015621,False,0.0,40,68.0,1.0,0,0,1,56,84.0,1.0
15,0,0,0,0,0,0,0,0,0,0,1,0,0,0.015581,False,0.0,40,68.0,1.0,0,0,1,104,132.0,1.0
16,0,0,1,0,0,0,0,0,0,0,0,0,0,0.273075,False,0.0,684,3068.0,54.0,0,1,0,72877,75797.0,56.0
17,0,0,0,0,0,0,0,0,0,0,1,0,0,2.843592,False,0.0,2651,3231.0,14.0,0,1,0,3769,4177.0,10.0
18,0,0,0,0,0,0,0,0,0,0,1,0,0,0.012246,False,0.0,33,61.0,1.0,0,0,1,49,77.0,1.0
19,0,0,0,0,0,0,0,0,0,0,1,0,0,0.189103,False,0.0,37,65.0,1.0,0,0,1,53,81.0,1.0
20,0,0,0,0,0,0,0,0,0,0,1,0,0,0.013419,False,0.0,36,64.0,1.0,0,0,1,68,96.0,1.0
21,0,0,0,0,0,0,0,0,0,0,1,0,0,0.016521,False,0.0,41,69.0,1.0,0,0,1,57,85.0,1.0
22,0,0,0,0,0,0,0,0,0,0,1,0,0,0.011252,False,0.0,33,61.0,1.0,0,0,1,49,77.0,1.0
23,0,0,0,0,0,0,0,0,0,0,1,0,0,0.013156,False,0.0,33,61.0,1.0,0,0,1,49,77.0,1.0
24,0,0,0,0,0,0,0,0,0,0,1,0,0,0.013290,False,0.0,40,68.0,1.0,0,0,1,56,84.0,1.0
25,0,0,0,0,0,0,0,0,0,0,1,0,0,0.118298,False,0.0,37,65.0,1.0,0,0,1,53,81.0,1.0
26,0,0,0,0,0,0,0,0,0,0,1,0,0,0.049276,False,0.0,40,68.0,1.0,0,0,1,56,84.0,1.0
27,0,0,0,0,0,0,0,0,0,0,1,0,0,0.010914,False,0.0,48,76.0,1.0,0,0,1,64,92.0,1.0
28,0,0,0,0,0,0,0,0,0,0,1,0,0,0.012875,False,0.0,44,72.0,1.0,0,0,1,82,110.0,1.0
29,0,0,0,0,0,0,0,0,0,0,1,0,0,0.010121,False,0.0,40,68.0,1.0,0,0,1,56,84.0,1.0
30,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024474,False,0.0,47,75.0,1.0,0,0,1,111,139.0,1.0
31,0,0,0,0,0,0,0,0,0,0,1,0,0,0.011901,False,0.0,37,65.0,1.0,0,0,1,77,105.0,1.0
32,0,0,0,0,0,0,0,0,0,0,1,0,0,0.365520,False,0.0,157,337.0,4.0,0,1,0,371,539.0,4.0
33,0,0,0,0,0,0,0,0,0,0,1,0,0,0.011024,False,0.0,46,74.0,1.0,0,0,1,62,90.0,1.0
34,0,0,0,0,0,0,0,0,0,0,1,0,0,0.000775,False,0.0,40,68.0,1.0,0,0,1,56,84.0,1.0
