,conn_state_OTH,conn_state_REJ,conn_state_RSTO,conn_state_RSTOS0,conn_state_RSTR,conn_state_RSTRH,conn_state_S0,conn_state_S1,conn_state_S2,conn_state_S3,conn_state_SF,conn_state_SH,conn_state_SHR,duration,label,missed_bytes,orig_bytes,orig_ip_bytes,orig_pkts,proto_icmp,proto_tcp,proto_udp,resp_bytes,resp_ip_bytes,resp_pkts
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.029483,Benign,0.0,58,114.0,2.0,0,0,1,146,202.0,2.0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.001249,Benign,0.0,58,114.0,2.0,0,0,1,146,202.0,2.0
2,0,0,0,0,0,0,0,0,0,0,1,0,0,3.714356,C&C-FileDownload,0.0,150,3574.0,55.0,0,1,0,63183,65235.0,51.0
3,0,0,0,0,0,0,0,0,0,0,1,0,0,0.003996,Benign,0.0,58,114.0,2.0,0,0,1,146,202.0,2.0
4,0,0,0,0,0,0,0,0,0,0,1,0,0,0.006246,Benign,0.0,58,114.0,2.0,0,0,1,146,202.0,2.0
5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Benign,0.0,0,60.0,1.0,0,1,0,0,0.0,0.0
6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Benign,0.0,0,60.0,1.0,0,1,0,0,0.0,0.0
7,0,0,0,0,0,0,0,0,0,0,1,0,0,0.569426,FileDownload,1460.0,83,3111.0,50.0,0,1,0,63183,65035.0,46.0
8,0,0,0,0,0,0,0,0,0,0,1,0,0,0.677353,C&C-FileDownload,2920.0,151,3719.0,59.0,0,1,0,64551,78523.0,57.0
9,0,0,0,0,0,0,0,0,0,0,1,0,0,1.207312,FileDownload,2920.0,84,2784.0,52.0,0,1,0,64551,66563.0,50.0
10,0,0,1,0,0,0,0,0,0,0,0,0,0,0.116933,Benign,0.0,524,936.0,8.0,0,1,0,2209,2425.0,4.0
11,0,0,0,0,0,0,0,0,0,0,1,0,0,0.097949,Benign,0.0,375,799.0,8.0,0,1,0,2246,2514.0,5.0
12,0,0,0,0,0,0,0,0,0,0,1,0,0,0.001246,Benign,0.0,58,114.0,2.0,0,0,1,146,202.0,2.0
13,0,0,0,0,0,0,0,0,0,0,1,0,0,0.001492,Benign,0.0,58,114.0,2.0,0,0,1,146,202.0,2.0
14,0,0,0,0,0,0,0,0,0,0,1,0,0,0.031738,Benign,0.0,29,57.0,1.0,0,0,1,45,73.0,1.0
15,0,0,0,0,0,0,0,0,0,0,1,0,0,0.030731,Benign,0.0,56,112.0,2.0,0,0,1,143,199.0,2.0
16,0,0,0,0,0,0,0,0,0,0,1,0,0,0.000997,Benign,0.0,56,112.0,2.0,0,0,1,72,128.0,2.0
17,0,0,0,0,0,0,0,0,0,0,1,0,0,0.000499,Benign,0.0,29,57.0,1.0,0,0,1,45,73.0,1.0
